Name, Discomfort, Time, Precision, Posture, AngleDis, InterDis, YAxisDis, HyperDis, ActualHandThumbIP, ActualHandThumbMP, ActualHandThumbTMCx, ActualHandThumbTMCy, ActualHandThumbTMCz, ActualHandThumbTMCw, ActualHandindexDIP, ActualHandindexPIP, ActualHandindexMCPx, ActualHandindexMCPy, ActualHandindexMCPz, ActualHandindexMCPw, ActualHandmiddleDIP, ActualHandmiddlePIP, ActualHandmiddleMCPx, ActualHandmiddleMCPy, ActualHandmiddleMCPz, ActualHandmiddleMCPw, ActualHandringDIP, ActualHandringPIP, ActualHandringMCPx, ActualHandringMCPy, ActualHandringMCPz, ActualHandringMCPw, ActualHandpinkyDIP, ActualHandpinkyPIP, ActualHandpinkyMCPx, ActualHandpinkyMCPy, ActualHandpinkyMCPz, ActualHandpinkyMCPw, ActualHandRotx, ActualHandRoty, ActualHandRotz, ActualHandRotw, ActualHandPosx, ActualHandPosy, ActualHandPosz, GivenHandThumbIP, GivenHandThumbMP, GivenHandThumbTMCx, GivenHandThumbTMCy, GivenHandThumbTMCz, GivenHandThumbTMCw, GivenHandindexDIP, GivenHandindexPIP, GivenHandindexMCPx, GivenHandindexMCPy, GivenHandindexMCPz, GivenHandindexMCPw, GivenHandmiddleDIP, GivenHandmiddlePIP, GivenHandmiddleMCPx, GivenHandmiddleMCPy, GivenHandmiddleMCPz, GivenHandmiddleMCPw, GivenHandringDIP, GivenHandringPIP, GivenHandringMCPx, GivenHandringMCPy, GivenHandringMCPz, GivenHandringMCPw, GivenHandpinkyDIP, GivenHandpinkyPIP, GivenHandpinkyMCPx, GivenHandpinkyMCPy, GivenHandpinkyMCPz, GivenHandpinkyMCPw, GivenHandRotx, GivenHandRoty, GivenHandRotz, GivenHandRotw, GivenHandPosx, GivenHandPosy, GivenHandPosz
Unnamed, 660.9731, 0.3973598, 0.08695427, flat, 210.4175, 443.2849, 92.00726, 16.83685, 11.7827, 5.370129, -0.2328488, 0.3958374, 0.3958374, 0.7952402, 6.868356, 6.283036, -0.09326143, 0.08235756, 0.08235756, 0.9888058, 6.372799, 5.921689, -0.1206733, -0.04293912, -0.04293912, 0.9908332, 5.253334, 5.008051, -0.1510701, -0.1728919, -0.1728919, 0.9578072, 5.772207, 6.795292, -0.1251274, -0.3743246, -0.3743246, 0.83911, 0.00114206, 0.005847075, 0.005847075, 0.9999652, -0.002634719, -0.06479204, -0.06479204, 85.66681, 42.8334, -0.1633066, 0.2661848, 0.2661848, -0.9119332, 50.07747, 62.59684, 0.6521969, 0.1552612, 0.1552612, 0.725553, 25.52887, 31.91109, 0.03926916, 0, 0, 0.9992287, 79.11633, 98.89542, 0.610618, -0.08286135, -0.08286135, 0.7832073, 54.81173, 68.51466, -0.0629268, -0.2963574, -0.2963574, 0.905751, 0, 0, 0, 1, 0, 0, 0
Unnamed, 660.9731, 2.236129, 0.09211746, flat, 210.4175, 443.2849, 92.00726, 16.83685, 9.557425, 3.282768, -0.2210052, 0.3953335, 0.3953335, 0.7991118, 6.436417, 4.950922, -0.07894494, 0.08452354, 0.08452354, 0.9896864, 5.40849, 6.086116, -0.1089593, -0.043636, -0.043636, 0.9921288, 4.361792, 5.085577, -0.1288761, -0.1759882, -0.1759882, 0.9599205, 5.233117, 6.38147, -0.1019792, -0.3728102, -0.3728102, 0.8435789, 0.08725747, -0.004087782, -0.004087782, 0.996169, -0.007253498, -0.08335963, -0.08335963, 85.66681, 42.8334, -0.1633066, 0.2661848, 0.2661848, -0.9119332, 50.07747, 62.59684, 0.6521969, 0.1552612, 0.1552612, 0.725553, 25.52887, 31.91109, 0.03926916, 0, 0, 0.9992287, 79.11633, 98.89542, 0.610618, -0.08286135, -0.08286135, 0.7832073, 54.81173, 68.51466, -0.0629268, -0.2963574, -0.2963574, 0.905751, 0, 0, 0, 1, 0, 0, 0
Unnamed, 660.9731, 3.279831, 0.09749703, flat, 210.4175, 443.2849, 92.00726, 16.83685, 10.9693, 3.323016, -0.224582, 0.3944538, 0.3944538, 0.798984, 5.547012, 6.162621, -0.08092108, 0.05664899, 0.05664899, 0.9934956, 6.623741, 6.448744, -0.1103012, -0.06354577, -0.06354577, 0.989827, 6.20782, 3.772214, -0.1531461, -0.1856862, -0.1856862, 0.9526739, 6.038581, 4.65745, -0.145282, -0.3754753, -0.3754753, 0.8348233, -0.1222969, -0.07791647, -0.07791647, 0.9863577, -0.02260828, -0.05443403, -0.05443403, 85.66681, 42.8334, -0.1633066, 0.2661848, 0.2661848, -0.9119332, 50.07747, 62.59684, 0.6521969, 0.1552612, 0.1552612, 0.725553, 25.52887, 31.91109, 0.03926916, 0, 0, 0.9992287, 79.11633, 98.89542, 0.610618, -0.08286135, -0.08286135, 0.7832073, 54.81173, 68.51466, -0.0629268, -0.2963574, -0.2963574, 0.905751, 0, 0, 0, 1, 0, 0, 0
Unnamed, 660.9731, 6.029897, 0.07900979, flat, 210.4175, 443.2849, 92.00726, 16.83685, 13.84342, 1.090381, -0.2424145, 0.3373349, 0.3373349, 0.8447754, 5.830455, 6.999164, -0.1466209, 0.05233655, 0.05233655, 0.9864199, 7.509664, 8.445851, -0.1842117, -0.0438851, -0.0438851, 0.9809252, 6.676822, 5.973434, -0.2183241, -0.149035, -0.149035, 0.952844, 7.153629, 7.101389, -0.2020563, -0.3390929, -0.3390929, 0.8539352, -0.08204968, 0.2638859, 0.2638859, 0.9241192, 0.02853934, -0.04821828, -0.04821828, 85.66681, 42.8334, -0.1633066, 0.2661848, 0.2661848, -0.9119332, 50.07747, 62.59684, 0.6521969, 0.1552612, 0.1552612, 0.725553, 25.52887, 31.91109, 0.03926916, 0, 0, 0.9992287, 79.11633, 98.89542, 0.610618, -0.08286135, -0.08286135, 0.7832073, 54.81173, 68.51466, -0.0629268, -0.2963574, -0.2963574, 0.905751, 0, 0, 0, 1, 0, 0, 0
Unnamed, 660.9731, 8.200128, 0.1735071, flat, 210.4175, 443.2849, 92.00726, 16.83685, 4.691478, 2.648928, -0.1287309, 0.4110838, 0.4110838, 0.8033981, 10.79815, 11.09214, -0.07678445, 0.06197686, 0.06197686, 0.9931878, 10.46084, 10.76728, -0.1537328, -0.0417711, -0.0417711, 0.9863451, 8.160004, 8.713051, -0.1935504, -0.1525276, -0.1525276, 0.9570835, 8.76643, 10.0376, -0.1674864, -0.3527896, -0.3527896, 0.8503102, 0.07963849, -0.0009349994, -0.0009349994, 0.996823, -0.01703273, -0.08407477, -0.08407477, 85.66681, 42.8334, -0.1633066, 0.2661848, 0.2661848, -0.9119332, 50.07747, 62.59684, 0.6521969, 0.1552612, 0.1552612, 0.725553, 25.52887, 31.91109, 0.03926916, 0, 0, 0.9992287, 79.11633, 98.89542, 0.610618, -0.08286135, -0.08286135, 0.7832073, 54.81173, 68.51466, -0.0629268, -0.2963574, -0.2963574, 0.905751, 0, 0, 0, 1, 0, 0, 0
Unnamed, 660.9731, 9.840219, 0.08310404, flat, 210.4175, 443.2849, 92.00726, 16.83685, 8.327749, 0.6293179, -0.2149075, 0.3878553, 0.3878553, 0.808054, 8.759234, 7.826842, -0.1062644, 0.06570887, 0.06570887, 0.9899862, 8.270065, 8.370343, -0.1549921, -0.04159038, -0.04159038, 0.9861633, 7.063998, 7.5314, -0.1837962, -0.1484984, -0.1484984, 0.9602684, 7.687556, 9.004641, -0.1631735, -0.3548248, -0.3548248, 0.8494546, 0.08832502, 0.1051975, 0.1051975, 0.9849191, 0.0004725978, -0.08610472, -0.08610472, 85.66681, 42.8334, -0.1633066, 0.2661848, 0.2661848, -0.9119332, 50.07747, 62.59684, 0.6521969, 0.1552612, 0.1552612, 0.725553, 25.52887, 31.91109, 0.03926916, 0, 0, 0.9992287, 79.11633, 98.89542, 0.610618, -0.08286135, -0.08286135, 0.7832073, 54.81173, 68.51466, -0.0629268, -0.2963574, -0.2963574, 0.905751, 0, 0, 0, 1, 0, 0, 0
Unnamed, 660.9731, 11.74613, 0.1183774, flat, 210.4175, 443.2849, 92.00726, 16.83685, 3.019993, 1.08137, -0.1383645, 0.4261284, 0.4261284, 0.7859291, 12.42664, 11.0793, 0.04695179, 0.05387779, 0.05387779, 0.9959869, 11.10285, 11.83368, 0.0009634491, -0.05360792, -0.05360792, 0.9971216, 10.2133, 10.49961, -0.04423846, -0.1506113, -0.1506113, 0.9760509, 10.94897, 11.17859, -0.05371711, -0.3420317, -0.3420317, 0.8735807, 0.08739085, -0.0913277, -0.0913277, 0.9877658, -0.03798387, -0.1011907, -0.1011907, 85.66681, 42.8334, -0.1633066, 0.2661848, 0.2661848, -0.9119332, 50.07747, 62.59684, 0.6521969, 0.1552612, 0.1552612, 0.725553, 25.52887, 31.91109, 0.03926916, 0, 0, 0.9992287, 79.11633, 98.89542, 0.610618, -0.08286135, -0.08286135, 0.7832073, 54.81173, 68.51466, -0.0629268, -0.2963574, -0.2963574, 0.905751, 0, 0, 0, 1, 0, 0, 0
Unnamed, 660.9731, 13.38547, 0.0472868, flat, 210.4175, 443.2849, 92.00726, 16.83685, 4.57757, 4.341538, -0.2257369, 0.3922468, 0.3922468, 0.8008295, 8.329424, 8.524681, -0.03034684, 0.04736612, 0.04736612, 0.9972923, 9.346641, 8.7591, -0.07074029, -0.06229522, -0.06229522, 0.9935968, 8.09934, 5.305851, -0.1238648, -0.1762299, -0.1762299, 0.9604913, 8.05486, 6.066306, -0.137565, -0.3640533, -0.3640533, 0.8461716, -0.1175393, -0.08294946, -0.08294946, 0.9861153, -0.0387637, -0.07289793, -0.07289793, 85.66681, 42.8334, -0.1633066, 0.2661848, 0.2661848, -0.9119332, 50.07747, 62.59684, 0.6521969, 0.1552612, 0.1552612, 0.725553, 25.52887, 31.91109, 0.03926916, 0, 0, 0.9992287, 79.11633, 98.89542, 0.610618, -0.08286135, -0.08286135, 0.7832073, 54.81173, 68.51466, -0.0629268, -0.2963574, -0.2963574, 0.905751, 0, 0, 0, 1, 0, 0, 0
Unnamed, 660.9731, 15.12496, 0.08299975, flat, 210.4175, 443.2849, 92.00726, 16.83685, 12.52517, 3.003483, -0.231959, 0.3282319, 0.3282319, 0.8548232, 5.988183, 6.605627, -0.1469151, 0.06293388, 0.06293388, 0.9851369, 7.3155, 8.10392, -0.184687, -0.04072704, -0.04072704, 0.9811082, 6.896598, 6.073411, -0.218341, -0.1489448, -0.1489448, 0.9528683, 7.145315, 7.285454, -0.2011434, -0.3412591, -0.3412591, 0.8524235, -0.097483, 0.1988452, 0.1988452, 0.9546824, -0.003235519, -0.05638026, -0.05638026, 85.66681, 42.8334, -0.1633066, 0.2661848, 0.2661848, -0.9119332, 50.07747, 62.59684, 0.6521969, 0.1552612, 0.1552612, 0.725553, 25.52887, 31.91109, 0.03926916, 0, 0, 0.9992287, 79.11633, 98.89542, 0.610618, -0.08286135, -0.08286135, 0.7832073, 54.81173, 68.51466, -0.0629268, -0.2963574, -0.2963574, 0.905751, 0, 0, 0, 1, 0, 0, 0
Unnamed, 660.9731, 17.27863, 0.09623931, flat, 210.4175, 443.2849, 92.00726, 16.83685, 12.45189, 2.624654, -0.257531, 0.3288601, 0.3288601, 0.8469828, 7.888095, 8.725036, -0.1209697, 0.06156538, 0.06156538, 0.9888306, 8.940746, 10.05802, -0.1609103, -0.03925579, -0.03925579, 0.9854065, 8.284535, 8.021669, -0.2095752, -0.1393043, -0.1393043, 0.9577405, 8.776239, 9.010509, -0.2059977, -0.329621, -0.329621, 0.8603866, -0.008010458, 0.2641935, 0.2641935, 0.9275448, 0.01763751, -0.08734967, -0.08734967, 85.66681, 42.8334, -0.1633066, 0.2661848, 0.2661848, -0.9119332, 50.07747, 62.59684, 0.6521969, 0.1552612, 0.1552612, 0.725553, 25.52887, 31.91109, 0.03926916, 0, 0, 0.9992287, 79.11633, 98.89542, 0.610618, -0.08286135, -0.08286135, 0.7832073, 54.81173, 68.51466, -0.0629268, -0.2963574, -0.2963574, 0.905751, 0, 0, 0, 1, 0, 0, 0
